strain	date	country	continent
AB908162.1	2014-01-06	French Polynesia	Oceania
AF013415.1			
AF372422.1			
AY326412.1			
AY632535.2		Uganda	Africa
DI450454.1			
DQ859059.1		Uganda	Africa
EU074027.1		Uganda	Africa
EU303241.1			
EU545988.1	2007-06	Micronesia	Oceania
HQ234498.1	1947	Uganda	Africa
HQ234499.1	1966	Malaysia	Asia
HW822069.1			
JC303440.1			
JN860885.1	2010	Cambodia	Asia
KF258813.1	2012	Indonesia	Asia
KF268948.1	1976	Central African Republic	Africa
KF268949.1		Central African Republic	Africa
KF268950.1		Central African Republic	Africa
KF270886.1	2007	Gabon	Africa
KF270887.1	2007	Gabon	Africa
KF383015.1	2001	Senegal	Africa
KF383016.1	2001	Senegal	Africa
KF383017.1	2001	Senegal	Africa
KF383018.1	2000	Senegal	Africa
KF383019.1	1998	Senegal	Africa
KF383020.1	1980	Cote d'Ivoire	Africa
KF383021.1	1998	Senegal	Africa
KF383022.1	1997	Senegal	Africa
KF383023.1	1997	Senegal	Africa
KF383024.1	1997	Senegal	Africa
KF383025.1	1997	Senegal	Africa
KF383026.1	1997	Senegal	Africa
KF383027.1	1997	Senegal	Africa
KF383028.1	2002	Senegal	Africa
KF383029.1	2002	Senegal	Africa
KF383030.1	1981	Burkina Faso	Africa
KF383031.1	1969	Senegal	Africa
KF383032.1	1979	Senegal	Africa
KF383033.1	1979	Senegal	Africa
KF383034.1	1979	Senegal	Africa
KF383035.1	1963	Uganda	Africa
KF383036.1	1999	Cote d'Ivoire	Africa
KF383037.1	1996	Cote d'Ivoire	Africa
KF383038.1	1999	Cote d'Ivoire	Africa
KF383039.1	1991	Senegal	Africa
KF383040.1	1990	Cote d'Ivoire	Africa
KF383041.1	1990	Cote d'Ivoire	Africa
KF383042.1	1990	Cote d'Ivoire	Africa
KF383043.1	1990	Cote d'Ivoire	Africa
KF383044.1	1990	Cote d'Ivoire	Africa
KF383045.1	1990	Cote d'Ivoire	Africa
KF383046.1	1999	Cote d'Ivoire	Africa
KF383047.1	1991	Senegal	Africa
KF383048.1	1969	Senegal	Africa
KF383049.1	1968	Senegal	Africa
KF383050.1	1979	Senegal	Africa
KF383051.1	1979	Senegal	Africa
KF383052.1	2002	Senegal	Africa
KF383053.1	2002	Senegal	Africa
KF383054.1	2001	Senegal	Africa
KF383055.1	2001	Senegal	Africa
KF383056.1	2001	Senegal	Africa
KF383057.1	2001	Senegal	Africa
KF383058.1	2001	Senegal	Africa
KF383059.1	2000	Senegal	Africa
KF383060.1	2000	Senegal	Africa
KF383061.1	1998	Senegal	Africa
KF383062.1	1998	Senegal	Africa
KF383063.1	1997	Senegal	Africa
KF383064.1	1997	Senegal	Africa
KF383065.1	1997	Senegal	Africa
KF383066.1	1997	Senegal	Africa
KF383067.1	1997	Senegal	Africa
KF383068.1	1997	Senegal	Africa
KF383069.1	1997	Senegal	Africa
KF383070.1	1968	Central African Republic	Africa
KF383071.1	1999	Cote d'Ivoire	Africa
KF383072.1	1999	Cote d'Ivoire	Africa
KF383073.1	1999	Cote d'Ivoire	Africa
KF383074.1	1996	Cote d'Ivoire	Africa
KF383075.1	1990	Cote d'Ivoire	Africa
KF383076.1	1990	Cote d'Ivoire	Africa
KF383077.1	1990	Cote d'Ivoire	Africa
KF383078.1	1981	Burkina Faso	Africa
KF383079.1	1990	Cote d'Ivoire	Africa
KF383080.1	1990	Cote d'Ivoire	Africa
KF383081.1	1990	Cote d'Ivoire	Africa
KF383082.1	1980	Cote d'Ivoire	Africa
KF383083.1	1979	Senegal	Africa
KF383084.1	1991	Senegal	Africa
KF383085.1	1969	Senegal	Africa
KF383086.1	1999	Cote d'Ivoire	Africa
KF383087.1	1979	Senegal	Africa
KF383088.1	1979	Senegal	Africa
KF383089.1	2002	Senegal	Africa
KF383090.1	2002	Senegal	Africa
KF383091.1	2001	Senegal	Africa
KF383092.1	2001	Senegal	Africa
KF383093.1	2001	Senegal	Africa
KF383094.1	2000	Senegal	Africa
KF383095.1	1998	Senegal	Africa
KF383096.1	1998	Senegal	Africa
KF383097.1	1997	Senegal	Africa
KF383098.1	1997	Senegal	Africa
KF383099.1	1997	Senegal	Africa
KF383100.1	1997	Senegal	Africa
KF383101.1	1997	Senegal	Africa
KF383102.1	1997	Senegal	Africa
KF383103.1	1999	Cote d'Ivoire	Africa
KF383104.1	1999	Cote d'Ivoire	Africa
KF383105.1	1996	Cote d'Ivoire	Africa
KF383106.1	1990	Cote d'Ivoire	Africa
KF383107.1	1990	Cote d'Ivoire	Africa
KF383108.1	1990	Cote d'Ivoire	Africa
KF383109.1	1981	Burkina Faso	Africa
KF383110.1	1990	Cote d'Ivoire	Africa
KF383111.1	1990	Cote d'Ivoire	Africa
KF383112.1	1990	Cote d'Ivoire	Africa
KF383113.1	1980	Cote d'Ivoire	Africa
KF383114.1	1979	Senegal	Africa
KF993678.1	2013-02-19	Canada	North America
KJ461621.1	2013	Norway	Europe
KJ579441.1	2013-10-22	French Polynesia	Oceania
KJ579442.1	2013-10-25	French Polynesia	Oceania
KJ634273.1	2014	Cook Islands	Oceania
KJ680134.1	2013-12-09	French Polynesia	Oceania
KJ680135.1	2014-01-03	French Polynesia	Oceania
KJ776791.2	2013-11-28	French Polynesia	Oceania
KJ873160.1	2014-04-03	New Caledonia	Oceania
KJ873161.1	2014-04-02	New Caledonia	Oceania
KM014700.1	2014-01-28	French Polynesia	Oceania
KM078929.1	2014-03-21	Chile	South America
KM078930.1	2014-04-04	Chile	South America
KM078931.1	2014-05-09	Chile	South America
KM078932.1	2014-02-11	Chile	South America
KM078933.1	2014-02-17	Chile	South America
KM078934.1	2014-03-05	Chile	South America
KM078935.1	2014-03-05	Chile	South America
KM078936.1	2014-03-01	Chile	South America
KM078937.1	2014-03-05	Chile	South America
KM078938.1	2014-03-09	Chile	South America
KM078939.1	2014-03-21	Chile	South America
KM078940.1	2014-03-16	Chile	South America
KM078941.1	2014-03-23	Chile	South America
KM078942.1	2014-03-21	Chile	South America
KM078943.1	2014-04-09	Chile	South America
KM078944.1	2014-03-30	Chile	South America
KM078945.1	2014-03-30	Chile	South America
KM078946.1	2014-04-08	Chile	South America
KM078947.1	2014-04-04	Chile	South America
KM078948.1	2014-04-03	Chile	South America
KM078949.1	2014-04-03	Chile	South America
KM078950.1	2014-04-10	Chile	South America
KM078951.1	2014-04-10	Chile	South America
KM078952.1	2014-04-11	Chile	South America
KM078953.1	2014-04-12	Chile	South America
KM078954.1	2014-04-18	Chile	South America
KM078955.1	2014-04-17	Chile	South America
KM078956.1	2014-04-15	Chile	South America
KM078957.1	2014-04-14	Chile	South America
KM078958.1	2014-04-27	Chile	South America
KM078959.1	2014-04-27	Chile	South America
KM078960.1	2014-04-24	Chile	South America
KM078961.1	2014-04-24	Chile	South America
KM078962.1	2014-04-23	Chile	South America
KM078963.1	2014-05-04	Chile	South America
KM078964.1	2014-04-29	Chile	South America
KM078965.1	2014-04-29	Chile	South America
KM078966.1	2014-04-14	Chile	South America
KM078967.1	2014-04-16	Chile	South America
KM078968.1	2014-04-15	Chile	South America
KM078969.1	2014-04-15	Chile	South America
KM078970.1	2014-04-20	Chile	South America
KM078971.1	2014-04-21	Chile	South America
KM078972.1	2014-05-02	Chile	South America
KM078973.1	2014-04-30	Chile	South America
KM078974.1	2014-05-03	Chile	South America
KM078975.1	2014-04-28	Chile	South America
KM078976.1	2014-05-04	Chile	South America
KM078977.1	2014-05-10	Chile	South America
KM078978.1	2014-05-07	Chile	South America
KM078979.1	2014-05-07	Chile	South America
KM212961.1	2014-04-17	New Caledonia	Oceania
KM212963.1	2014-01-23	New Caledonia	Oceania
KM212964.1	2014-04-17	New Caledonia	Oceania
KM212965.1	2013-11-20	New Caledonia	Oceania
KM212966.1	2013-11-26	New Caledonia	Oceania
KM212967.1	2013-12-11	New Caledonia	Oceania
KM851038.1	2012-05-09	Philippines	Asia
KM851039.1	2014-07-19	Thailand	Asia
KP099609.1	2014-03-11	Cook Islands	Oceania
KP099610.1	2014-04-08	Cook Islands	Oceania
KR815989.1	2015	Brazil	South America
KR815990.1	2015	Brazil	South America
KR816333.1	2015-05	Brazil	South America
KR816334.1	2015-05	Brazil	South America
KR816335.1	2015-05	Brazil	South America
KR816336.1	2015-05	Brazil	South America
KR872956.1	2015	Brazil	South America
KT200609.1	2015	Brazil	South America
KT381874.1	2015	Brazil	South America
KU179098.2	2014-12-30	Indonesia	Asia
KU232288.1	2015-05-25	Brazil	South America
KU232289.1	2015-05-25	Brazil	South America
KU232290.1	2015-05-25	Brazil	South America
KU232291.1	2015-05-25	Brazil	South America
KU232292.1	2015-05-25	Brazil	South America
KU232293.1	2015-05-25	Brazil	South America
KU232294.1	2015-05-25	Brazil	South America
KU232295.1	2015-05-25	Brazil	South America
KU232296.1	2015-05-25	Brazil	South America
KU232297.1	2015-05-25	Brazil	South America
KU232298.1	2015-05-25	Brazil	South America
KU232299.1	2015-05-25	Brazil	South America
KU232300.1	2015-05-25	Brazil	South America
KU232301.1	2015-05-25	Brazil	South America
KU312312.1	2015-10-02	Suriname	South America
KU312313.1	2015-10	Suriname	South America
KU312314.1	2015-10	Suriname	South America
KU312315.1	2015-10	Suriname	South America
KU321639.1	2015-03	Brazil	South America
KU365777.1	2015	Brazil	South America
KU365778.1	2015	Brazil	South America
KU365779.1	2015	Brazil	South America
KU365780.1	2015	Brazil	South America
KU497555.1	2015-11-30	Brazil	South America
KU501215.1	2015-12-01	Puerto Rico	North America
KU501216.1	2015-12-01	Guatemala	North America
KU501217.1	2015-11-01	Guatemala	North America
KU509998.3	2014-12-12	Haiti	North America
KU527068.1	2015	Brazil	South America
KU556802.1	2015-10-22	Mexico	North America
KU646827.1	2015-11-10	Colombia	South America
KU646828.1	2015-11-10	Colombia	South America
KU681081.3	2014-07-19	Thailand	Asia
KU681082.3	2012-05-09	Philippines	Asia
KU686218.1	2015-10-22	Mexico	North America
KU707826.1	2015-07-01	Brazil	South America
KU720415.1	1947	Uganda	Africa
KU724096.1	2015-12-11	Panama	North America
KU724097.1	2015-12-11	Panama	North America
KU724098.1	2015-11-29	Panama	North America
KU724099.1	2015-11-29	Panama	North America
KU724100.1	2015-11-29	Panama	North America
KU729217.2	2015	Brazil	South America
KU729218.1	2015	Brazil	South America
KU740184.2	2016-02	China	Asia
KU740199.1	2016-02-07	China	Asia
KU744693.1	2016-02-06	China	Asia
KU752544.1	2015-11	Portugal	Europe
KU752545.1	2015-12	Portugal	Europe
KU758868.1	2016-01	French Guiana	South America
KU758869.1	2016-01	French Guiana	South America
KU758870.1	2015-12	French Guiana	South America
KU758871.1	2015-12	French Guiana	South America
KU758872.1	2016-01	French Guiana	South America
KU758873.1	2016-01	French Guiana	South America
KU758874.1	2016-01	French Guiana	South America
KU758875.1	2016-01	French Guiana	South America
KU758876.1	2015-12	Suriname	South America
KU758877.1	2015-12	French Guiana	South America
KU758878.1	2016-01	Thailand	Asia
KU761560.1	2016-02	China	Asia
KU761561.1	2016-02	China	Asia
KU761564.1	2016-02-12	China	Asia
KU820898.1	2016-02-14	China	Asia
KU820899.2	2016-02-17	China	Asia
KU844090.1	2016-02	Russia	Europe
KU853012.1	2016-02-01	Italy	Europe
KU866423.2	2016	China	Asia
KU867812.1	2016-02-06	China	Asia
KU872850.1	2016-02	Russia	Europe
KU886298.1	2016-02-15	France	Europe
KU922923.1	2016-02-25	Mexico	North America
KU922960.1	2016-02-25	Mexico	North America
KU926323.1	2016-01-19	Israel	Asia
KU926324.1	2016-02-22	Israel	Asia
KU926325.1	2016-02-22	Israel	Asia
KU926326.1	2015-12-27	Israel	Asia
KU940224.1	2015-08-01	Brazil	South America
KU940227.1	2015-07-15	Brazil	South America
KU940228.1	2015-07-01	Brazil	South America
KU954085.1	2016-02	Colombia	South America
KU955589.1	2016-02-16	China	Asia
KU955590.1	2016-02-26	China	Asia
KU955593.1	2010	Cambodia	Asia
KU955594.1	1947-04	Uganda	Africa
KU963573.2	1947-04-20	Uganda	Africa
KU963796.1	2016	China	Asia
KU978616.1	2016-03-22	Russia	Europe
KU985087.1	2015-11-30	Mexico	North America
KU985088.1	2015-11-30	Mexico	North America
KU991811.1	2016-03-06	Italy	Europe
KU997667.1	2016-02-16	China	Asia
KX013000.1	2016-02-17	China	Asia
KX051560.1	2013-07-09	Thailand	Asia
KX051561.1	2013-09-21	Thailand	Asia
KX051562.1	2015-01-16	Thailand	Asia
KX056898.1	2016-02-25	China	Asia
KX059013.1	2014-12-15	Haiti	North America
KX059014.1	2014-12-17	Haiti	North America
KX062044.1	2014-12-15	Haiti	North America
KX062045.1	2014-12-17	Haiti	North America
KX101060.1	2015-05	Brazil	South America
KX101061.1	2015-05	Brazil	South America
KX101062.1	2015-06	Brazil	South America
KX101063.1	2015-12	Brazil	South America
KX101064.1	2015-04	Brazil	South America
KX101065.1	2016-01	Brazil	South America
KX101066.1	2015-05	Brazil	South America
KX101067.1	2015-05	Brazil	South America
KX117076.1	2016-02-17	China	Asia
KX162585.1	2015-06-06	Brazil	South America
KX162586.1	2015-11-24	Brazil	South America
KX173840.1	2016-01-16	Brazil	South America
KX173841.1	2016-01-25	Brazil	South America
KX173842.1	2016-02-11	Brazil	South America
KX173843.1	2016-03-16	Brazil	South America
KX173844.1	2016-03-16	Brazil	South America
KX185891.1	2016-02-17	China	Asia
KX197192.1	2015	Brazil	South America
KX197205.1	2015-12-01	Brazil	South America
KX212103.1	2015-09-01	Brazil	South America
KX216632.1	2015	Solomon Islands	Oceania
KX216633.1	2016	Viet Nam	Asia
KX216634.1	2016	Tonga	Oceania
KX216635.1	2016	Tonga	Oceania
KX216636.1	2016	Samoa	Oceania
KX216637.1	2016	Guyana	South America
KX216638.1	2015	El Salvador	North America
KX216639.1	2016	Samoa	Oceania
KX216640.1	2014	Cook Islands	Oceania
KX247638.1	2016-05-09	Russia	Europe
KX247646.1	2016-02-09	Colombia	South America
KX253994.1	2016-04-21	Germany	Europe
KX253995.1	2016-04-21	Germany	Europe
KX253996.1	2016-02-16	China	Asia
KX261851.1	2016-02	Colombia	South America
KX261852.1	2016-02	Colombia	South America
KX261853.1	2016-02	Colombia	South America
KX261854.1	2016-02	Colombia	South America
KX261855.1	2016-02	Colombia	South America
KX262887.1	2016-01-06	Honduras	North America
KX266255.1	2016-02-14	China	Asia
KX269878.1	2016-02-01	Italy	Europe
KX280026.1	2015	Brazil	South America
KX346600.1	2014-08-01	Bangladesh	Asia
KX358623.1	2016-03-29	Venezuela	South America
KX369547.1	2013-10-25	French Polynesia	Oceania
KX377120.1	2016	Spain	Europe
KX377335.1	1947-04	Uganda	Africa
KX377336.1	1966-07	Malaysia	Asia
KX377337.1	2015-12	Puerto Rico	North America
KX380262.1	2016	Mexico	North America
KX380263.1	2016	Fiji	Oceania
KX421193.1	1947	Uganda	Africa
KX421194.1	2016-01-13	Nicaragua	North America
KX421195.1	2016-01-19	Nicaragua	North America
KX443144.1	2016-04-26	Brazil	South America
KX443145.1	2016-02-26	Brazil	South America
KX447518.1	2013-12	French Polynesia	Oceania
KX447519.1	2013-11	French Polynesia	Oceania
KX447520.1	2014-01	French Polynesia	Oceania
KX447521.1	2014-02	French Polynesia	Oceania
KX455424.1	2008-11-17	Cambodia	Asia
KX455425.1	2009-07-06	Cambodia	Asia
KX455426.1	2009-10-02	Cambodia	Asia
KX548902.1	2015-10-07	Colombia	South America
KX601166.2	1984-11-17	Senegal	Africa
KX601167.1	1966-07-14	Malaysia	Asia
KX601168.1	2015-12-01	Puerto Rico	North America
KX601169.1	1947-04-20	Uganda	Africa
KX694532.2	2013-02-12	Thailand	Asia
KX694533.2	1966-07-14	Malaysia	Asia
KX766028.1	2016-06-06	Dominican Republic	North America
KX766029.1	2016-06-23	Mexico	North America
KX811222.1	2016-06-14	Brazil	South America
KX813683.1	2016-08-27	Singapore	Asia
KX827268.1	2016-01-01	USA	North America
KX827309.1	2016-08-28	Singapore	Asia
KX830930.1	2016-03-01	Brazil	South America
KX832731.1	2016-08-24	USA	North America
KX838904.2	2016-08-22	USA	North America
KX838905.2	2016-08-23	USA	North America
KX838906.2	2016-08-23	USA	North America
KX842449.2	2016-06-22	USA	North America
KX867786.1	2016-05-30	Russia	Europe
KX906952.1	2016-04-16	Honduras	North America
KX906953.1	2016-08-31	Malaysia	Asia
KX906954.1	2016-09-01	Malaysia	Asia
KX906955.1	2016-09-05	Malaysia	Asia
KX906956.1	2016-09-11	Malaysia	Asia
KX922703.1	2016-07-19	USA	North America
KX922704.1	2016-08-02	USA	North America
KX922705.1	2016-08-05	USA	North America
KX922706.1	2016-08-05	USA	North America
KX922707.1	2016-08-17	USA	North America
KX922708.1	2016-09-04	USA	North America
KX928077.1	2016-05-16	Honduras	North America
KX954122.1	2016-09-19	Mexico	North America
KX986760.2	2016-02	Brazil	South America
KX986761.2	2016-02	Brazil	South America
KY003152.1	2016-09-01	Philippines	Asia
KY003153.1	2016-04	Italy	Europe
KY003154.1	2016-04	Italy	Europe
KY003155.1	2016-04	Italy	Europe
KY003156.1	2016-06	Italy	Europe
KY003157.1	2016-04	Italy	Europe
KY005879.1	2016-08-24	Ecuador	South America
KY007221.1	2016-08-30	Thailand	Asia
KY014295.2	2016-06-22	USA	North America
KY014296.2	2016-04-18	Brazil	South America
KY014297.2	2016-04-12	Brazil	South America
KY014298.1	2016-08-05	USA	North America
KY014299.2	2016-09-04	USA	North America
KY014300.2	2016-04-20	Dominican Republic	North America
KY014301.2	2016-04-13	Brazil	South America
KY014302.3	2016-04-21	Dominican Republic	North America
KY014303.2	2016-04-11	Dominican Republic	North America
KY014304.2	2016-04-18	Dominican Republic	North America
KY014305.2	2016-04-05	Dominican Republic	North America
KY014306.2	2016-06-10	Honduras	North America
KY014307.2	2016-03-28	Brazil	South America
KY014308.2	2016-03-23	Brazil	South America
KY014309.1	2016-03-28	Brazil	South America
KY014310.2	2016-05-09	Honduras	North America
KY014311.1	2016-05-12	Honduras	North America
KY014312.2	2016-05-13	Honduras	North America
KY014313.2	2016-04-05	Brazil	South America
KY014314.2	2016-06-14	Dominican Republic	North America
KY014315.2	2016-06-06	Honduras	North America
KY014316.2	2016-08-17	USA	North America
KY014317.2	2016-03-21	Brazil	South America
KY014318.3	2016-04-27	Dominican Republic	North America
KY014319.2	2016-04-30	Honduras	North America
KY014320.2	2016-03-23	Brazil	South America
KY014321.2	2016-04-11	Dominican Republic	North America
KY014322.2	2016-08-23	USA	North America
KY014323.2	2016-08-23	USA	North America
KY014324.2	2016-08-22	USA	North America
KY014325.2	2016-08-02	USA	North America
KY014326.1	2016-08-05	USA	North America
KY014327.2	2016-06-09	Honduras	North America
KY014328.1	2016-04	Italy	Europe
KY014329.1	2016-04	Italy	Europe
KY042039.1	2016-03-21	Brazil	South America
KY042040.1	2016-04-23	Philippines	Asia
KY042041.1	2016-04-27	Philippines	Asia
KY042042.1	2016-05-11	Philippines	Asia
KY042043.1	2016-06-29	Guatemala	North America
KY042044.1	2016-07-11	Puerto Rico	North America
KY042045.1	2016-07-25	Viet Nam	Asia
KY064008.1	2014-09-01	Bangladesh	Asia
KY075932.1	2016-03-22	USA	North America
KY075933.1	2016-06-21	USA	North America
KY075934.1	2016-07-03	USA	North America
KY075935.1	2016-07-16	USA	North America
KY075936.1	2016-08-04	USA	North America
KY075937.1	2016-09-09	USA	North America
KY075938.1	2016-09-20	USA	North America
KY075939.2	2016-10-05	USA	North America
KY120349.2	2016-03-03	Mexico	North America
KY120352.1	2016-03-22	South Korea	Asia
KY120353.1	2016-04-28	South Korea	Asia
KY126345.1	2016-06	Taiwan	Asia
KY126346.1	2016-08	Taiwan	Asia
KY126347.1	2016-09	Taiwan	Asia
KY126348.1	2016-10	Taiwan	Asia
KY126349.1	2016-10	Taiwan	Asia
KY126350.1	2016-10	Taiwan	Asia
KY126351.1	2016-05	Taiwan	Asia
KY131441.1	2013-01	Viet Nam	Asia
KY131442.1	2013-06	Viet Nam	Asia
KY241671.1	2016-09-04	Singapore	Asia
KY241673.1	2016-09-04	Singapore	Asia
