strain	date	country	continent
MH718921.1	2013-01-10	Russia	Europe
MH718922.1	2012-01-07	Russia	Europe
MH718923.1	2012-12-19	Russia	Europe
MH763832.1		Brazil	South America
MH763833.1		Brazil	South America
MH882527.1	2016-04-26	Brazil	South America
MH882528.1	2016-04-26	Brazil	South America
MH882529.1	2016-05-03	Brazil	South America
MH882530.1	2016-05-10	Brazil	South America
MH882531.1	2016-05-17	Brazil	South America
MH882532.1	2016-05-24	Brazil	South America
MH882533.1	2016-06-03	Brazil	South America
MH882534.1	2016-06-08	Brazil	South America
MH882535.1	2016-06-16	Brazil	South America
MH882536.1	2016-06-28	Brazil	South America
MH882537.1	2016-07-05	Brazil	South America
MH882538.1	2016-07-12	Brazil	South America
MH882539.1	2016-07-19	Brazil	South America
MH882540.1	2016-07-27	Brazil	South America
MH882541.1	2016-04-19	Brazil	South America
MH882542.1	2016-04-19	Brazil	South America
MH882543.1	2016-05-05	Brazil	South America
MH882544.1	2016-05-12	Brazil	South America
MH882545.1	2016-05-19	Brazil	South America
MH882546.1	2016-05-24	Brazil	South America
MH882547.1	2016-06-02	Brazil	South America
MH882548.1	2016-06-09	Brazil	South America
MH882549.1	2016-04-30	Brazil	South America
MH900227.1	2016	Mexico	North America
MH938334.1	2015-12-07	Brazil	South America
MK028538.1	2016-12-28	Thailand	Asia
MK028539.1	2016-12-28	Thailand	Asia
MK028540.1	2016-12-28	Thailand	Asia
MK028541.1	2016-12-28	Thailand	Asia
MK028542.1	2017-01-18	Thailand	Asia
MK028543.1	2017-01-18	Thailand	Asia
MK028544.1	2017-01-18	Thailand	Asia
MK028545.1	2017-01-18	Thailand	Asia
MK028546.1	2017-02-08	Thailand	Asia
MK028547.1	2017-02-08	Thailand	Asia
MK028548.1	2017-03-03	Thailand	Asia
MK028549.1	2017-03-03	Thailand	Asia
MK028550.1	2017-03-28	Thailand	Asia
MK028551.1	2017-03-28	Thailand	Asia
MK028552.1	2017-04-06	Thailand	Asia
MK028553.1	2018-01-18	Thailand	Asia
MK028554.1	2018-01-18	Thailand	Asia
MK028555.1	2017-08-03	Thailand	Asia
MK028556.1	2017-08-03	Thailand	Asia
MK028557.1	2017-08-03	Thailand	Asia
MK028857.1	2015	Puerto Rico	North America
MK028858.1	2015	Panama	North America
MK028859.1	2015	Panama	North America
MK028861.1	2015	Panama	North America
MK028862.1	2010	Cambodia	Asia
MK049245.1	2016-02-29	Colombia	South America
MK049246.1	2016-03-09	Colombia	South America
MK049247.1	2016-01-29	Colombia	South America
MK049248.1	2016-07-27	Colombia	South America
MK049249.1	2016-11-02	Colombia	South America
MK049250.1	2016-06-22	Colombia	South America
MK049251.1	2016-08-30	Colombia	South America
MK049252.1	2016-05-16	Colombia	South America
MK050090.1	2016-08-31	Spain	Europe
MK216687.1	2016-02-19	Brazil	South America
MK216688.1	2016-03-10	Brazil	South America
MK216689.1	2016-03-14	Brazil	South America
MK216690.1	2016-03-18	Brazil	South America
MK216691.1	2016-03-15	Brazil	South America
MK216692.1	2016-04-01	Brazil	South America
MK216693.1	2016-04-06	Brazil	South America
MK216694.1	2016-04-05	Brazil	South America
MK216695.1	2016-04-05	Brazil	South America
MK216696.1	2016-04-08	Brazil	South America
MK216697.1	2016-04-26	Brazil	South America
MK216698.1	2016-04-25	Brazil	South America
MK216699.1	2016-05-16	Brazil	South America
MK216700.1	2017-04-26	Brazil	South America
MK216701.1	2017-04-27	Brazil	South America
MK216702.1	2016-02-11	Brazil	South America
MK216703.1	2016-02-15	Brazil	South America
MK216704.1	2016-02-19	Brazil	South America
MK216705.1	2016-04-05	Brazil	South America
MK216706.1	2016-03-01	Brazil	South America
MK216707.1	2016-02-29	Brazil	South America
MK216708.1	2016-03-02	Brazil	South America
MK216709.1	2016-03-01	Brazil	South America
MK216710.1	2016-02-03	Brazil	South America
MK216711.1	2016-02-10	Brazil	South America
MK216712.1	2016-02-10	Brazil	South America
MK216713.1	2016-01-08	Brazil	South America
MK216714.1	2016-01-29	Brazil	South America
MK216715.1	2016-02-10	Brazil	South America
MK216716.1	2016-02-02	Brazil	South America
MK216717.1	2016-02-02	Brazil	South America
MK216718.1	2016-02-10	Brazil	South America
MK216719.1	2016-02-10	Brazil	South America
MK216720.1	2016-01-25	Brazil	South America
MK216721.1	2016-01-25	Brazil	South America
MK216722.1	2016-01-20	Brazil	South America
MK216723.1	2016-01-14	Brazil	South America
MK216724.1	2016-01-14	Brazil	South America
MK216725.1	2016-01-26	Brazil	South America
MK216726.1	2016-01-25	Brazil	South America
MK216727.1	2016-01-30	Brazil	South America
MK216728.1	2016-01-23	Brazil	South America
MK216729.1	2015-12-16	Brazil	South America
MK216730.1	2016-01-05	Brazil	South America
MK216731.1	2016-01-29	Brazil	South America
MK216732.1	2016-02-02	Brazil	South America
MK216733.1	2016-02-01	Brazil	South America
MK216734.1	2017-03-20	Brazil	South America
MK216735.1	2017-03-20	Brazil	South America
MK216736.1	2017-03-27	Brazil	South America
MK216737.1	2017-03-22	Brazil	South America
MK216738.1	2017-03-24	Brazil	South America
MK216739.1	2017-03-20	Brazil	South America
MK216740.1	2017-03-27	Brazil	South America
MK216741.1	2017-03-28	Brazil	South America
MK216742.1	2017-03-29	Brazil	South America
MK216743.1	2017-03-28	Brazil	South America
MK216744.1	2017-04-07	Brazil	South America
MK216745.1	2015-12-08	Brazil	South America
MK216746.1	2016-01-20	Brazil	South America
MK216747.1	2015-12-15	Brazil	South America
MK216748.1	2015-12-15	Brazil	South America
MK237993.1	2017	Thailand	Asia
MK237994.1	2017	Thailand	Asia
MK237995.1	2017	Thailand	Asia
MK237996.1	2017	Thailand	Asia
MK237997.1	2017	Thailand	Asia
MK237998.1	2017	Thailand	Asia
MK237999.1	2017	Thailand	Asia
MK238035.1	2018-09-18	India	Asia
MK238036.1	2018-10-10	India	Asia
MK238037.1	2018-10-10	India	Asia
MK238038.1	2018-10-15	India	Asia
MK238039.1	2018-10-11	India	Asia
MK241415.1	2015-12-03	Cape Verde	Africa
MK241416.1	2015-11-27	Cape Verde	Africa
MK241417.1	2016-06-04	Cape Verde	Africa
MK269353.1	2016-08-28	USA	North America
MK269354.1	2016-08-20	USA	North America
MK269355.1	2016-09-02	USA	North America
MK269356.1	2016-08-19	USA	North America
MK269357.1	2016-09-03	USA	North America
MK269358.1	2016-09-01	USA	North America
MK269359.1	2016-08-18	USA	North America
MK269360.1	2016-08-09	USA	North America
MK269361.1	2016-08-05	USA	North America
MK271800.1	2016-01-22	Thailand	Asia
MK271801.1	2016-07-09	Thailand	Asia
MK271802.1	2016-06-26	Thailand	Asia
MK271803.1	2016-06-26	Thailand	Asia
MK271804.1	2016-06-26	Thailand	Asia
MK271805.1	2016-02-13	Thailand	Asia
MK271806.1	2016-02-13	Thailand	Asia
MK271807.1	2016-02-13	Thailand	Asia
MK271808.1	2016-02-13	Thailand	Asia
MK271809.1	2016-02-13	Thailand	Asia
MK271810.1	2016-02-13	Thailand	Asia
MK271811.1	2016-02-13	Thailand	Asia
MK271812.1	2016-02-13	Thailand	Asia
MK271813.1	2016-02-13	Thailand	Asia
MK271814.1	2016-02-13	Thailand	Asia
MK271815.1	2016-02-13	Thailand	Asia
MK271816.1	2016-02-13	Thailand	Asia
MK271817.1	2016-02-13	Thailand	Asia
MK271818.1	2016-02-13	Thailand	Asia
MK271819.1	2016-02-13	Thailand	Asia
MK271820.1	2016-02-13	Thailand	Asia
MK271821.1	2016-08-10	Thailand	Asia
MK271822.1	2016-08-10	Thailand	Asia
MK271823.1	2016-08-10	Thailand	Asia
MK271824.1	2016-08-10	Thailand	Asia
MK271825.1	2016-02-20	Thailand	Asia
MK271826.1	2016-02-20	Thailand	Asia
MK271827.1	2016-09-13	Thailand	Asia
MK271828.1	2016-09-13	Thailand	Asia
MK271829.1	2016-09-13	Thailand	Asia
MK271830.1	2016-09-13	Thailand	Asia
MK271831.1	2016-09-13	Thailand	Asia
MK271832.1	2016-09-13	Thailand	Asia
MK271833.1	2016-09-13	Thailand	Asia
MK271834.1	2016-09-13	Thailand	Asia
MK271835.1	2016-09-13	Thailand	Asia
MK271836.1	2016-02-10	Thailand	Asia
MK271837.1	2016-02-10	Thailand	Asia
MK271838.1	2016-02-10	Thailand	Asia
MK271839.1	2016-02-10	Thailand	Asia
MK271840.1	2016-02-10	Thailand	Asia
MK271841.1	2016-05-30	Thailand	Asia
MK271842.1	2016-05-30	Thailand	Asia
MK271843.1	2016-05-30	Thailand	Asia
MK271844.1	2016-05-30	Thailand	Asia
MK271845.1	2016-05-30	Thailand	Asia
MK271846.1	2016-05-30	Thailand	Asia
MK271847.1	2016-05-30	Thailand	Asia
MK271848.1	2016-05-30	Thailand	Asia
MK271849.1	2016-05-30	Thailand	Asia
MK271850.1	2016-09-23	Thailand	Asia
MK271851.1	2016-05-30	Thailand	Asia
MK271852.1	2016-06-19	Thailand	Asia
MK271853.1	2016-09-11	Thailand	Asia
MK271854.1	2016-09-11	Thailand	Asia
MK271855.1	2016-09-13	Thailand	Asia
MK271856.1	2016-09-13	Thailand	Asia
MK271857.1	2016-10-03	Thailand	Asia
MK271858.1	2016-10-03	Thailand	Asia
MK271859.1	2016-10-03	Thailand	Asia
MK271860.1	2016-10-03	Thailand	Asia
MK271861.1	2016-10-03	Thailand	Asia
MK271862.1	2016-10-03	Thailand	Asia
MK271863.1	2016-10-06	Thailand	Asia
MK271864.1	2016-10-06	Thailand	Asia
MK271865.1	2016-08-20	Thailand	Asia
MK271866.1	2016-09-02	Thailand	Asia
MK271867.1	2016-09-02	Thailand	Asia
MK271868.1	2016-09-02	Thailand	Asia
MK271869.1	2016-09-02	Thailand	Asia
MK271870.1	2016-09-02	Thailand	Asia
MK271871.1	2016-09-02	Thailand	Asia
MK271872.1	2016-09-02	Thailand	Asia
MK271873.1	2016-09-02	Thailand	Asia
MK271874.1	2016-09-20	Thailand	Asia
MK271875.1	2016-06-05	Thailand	Asia
MK271876.1	2016-06-05	Thailand	Asia
MK271877.1	2016-06-20	Thailand	Asia
MK271878.1	2016-06-20	Thailand	Asia
MK282406.1	2016-09-08	Thailand	Asia
MK282407.1	2016-09-08	Thailand	Asia
MK282408.1	2016-09-08	Thailand	Asia
MK282409.1	2016-09-08	Thailand	Asia
MK282410.1	2016-09-08	Thailand	Asia
MK282411.1	2016-09-08	Thailand	Asia
MK282412.1	2016-09-05	Thailand	Asia
MK371391.1	2017-02-07	Brazil	South America
MK371392.1	2017-02-07	Brazil	South America
MK371393.1	2016-10-10	Brazil	South America
MK434848.1	2018-12-15	Hungary	Europe
MK451708.1	2018-02-15	Brazil	South America
MK560178.1	2017-10-09	Cuba	North America
MK560179.1	2018-01-18	Cuba	North America
MK637518.1	2017-10-07	Argentina	South America
MK637519.1	2016-01-02	Argentina	South America
MK696546.1	2018-06	China	Asia
MK696547.1	2018-06	China	Asia
MK696548.1	2018-06	China	Asia
MK696549.1	2018-06	China	Asia
MK696550.1	2018-06	China	Asia
MK696551.1	2018-07	China	Asia
MK713748.1	2015-12-01	Puerto Rico	North America
MK713750.1	2016-05-26	Honduras	North America
MK829152.1	2017-05-25	Angola	Africa
MK829153.1	2017-06	Angola	Africa
MK829154.1	2017-10-26	Portugal	Europe
MK852163.1	2018-09-25	India	Asia
MK972825.1	2019-01-08	Brazil	South America
MK972826.1	2018-10-18	Brazil	South America
MN025403.1	2018-08-29	Guinea	Africa
MN101548.1	2017-11-11	Brazil	South America
MN170700.1	2018-03-07	Brazil	South America
MN170701.1	2018-03-07	Brazil	South America
MN170702.1	2018-03-07	Brazil	South America
MN170703.1	2018-03-07	Brazil	South America
MN170704.1	2018-03-07	Brazil	South America
MN170705.1	2018-03-07	Brazil	South America
MN170706.1	2018-03-07	Brazil	South America
MN170707.1	2018-03-07	Brazil	South America
MN170708.1	2018-03-07	Brazil	South America
MN170709.1	2018-03-07	Brazil	South America
MN170710.1	2018-03-07	Brazil	South America
MN170711.1	2018-03-07	Brazil	South America
MN170712.1	2018-03-07	Brazil	South America
MN170713.1	2018-03-07	Brazil	South America
MN170714.1	2018-03-07	Brazil	South America
MN170715.1	2018-03-07	Brazil	South America
MN171421.1	2015-12-21	Puerto Rico	North America
MN190155.1	2019-07-02	China	Asia
MN473450.1	2016	Canada	North America
MN473451.1	2016	Canada	North America
MN473452.1	2016	Canada	North America
MN473453.1	2016	Canada	North America
MN473454.1	2016	Canada	North America
MN527290.1	2017-08-23	Thailand	Asia
MN566104.1	2016-05-31	Haiti	North America
MN566105.1	2016-05-31	Haiti	North America
MN566106.1	2016-05-31	Haiti	North America
MN566107.1	2016-05-31	Haiti	North America
MN566108.1	2016-05-31	Haiti	North America
MN577543.1	2014-12-11	Haiti	North America
MN577544.1	2016-06-01	Haiti	North America
MN577550.1	2016-01-19	Nicaragua	North America
MN600713.1	2019-10-03	Malaysia	Asia
MN611472.1	2019-07-01	China	Asia
MN755616.1	1984-11-17	Senegal	Africa
MN755617.1	1968-09-09	Nigeria	Africa
MN755618.1	2016-01	Mexico	North America
MN755619.1	2013	French Polynesia	Oceania
MN755620.1	2015-12	Colombia	South America
MN755621.1	2010	Cambodia	Asia
MN755622.1	2015	Brazil	South America
MN755623.1	2015-12	Puerto Rico	North America
MN755624.1	1947-04-20	Uganda	Africa
MN755625.1	1966-07	Malaysia	Asia
MN755626.1	2013-02-19	Thailand	Asia
MN938894.1	2015-08-31	Viet Nam	Asia
MN938895.1	2015-08-07	Viet Nam	Asia
MN938896.1	2015-07-22	Viet Nam	Asia
MN938897.1	2015-06-19	Viet Nam	Asia
MN938898.1	2015-07-29	Viet Nam	Asia
MN938899.1	2015-07-21	Viet Nam	Asia
MN938900.1	2015-07-27	Viet Nam	Asia
MN938901.1	2015-08-31	Viet Nam	Asia
MN938902.1	2015-06-15	Viet Nam	Asia
MN938903.1	2015-06-23	Viet Nam	Asia
MN938904.1	2015-07-02	Viet Nam	Asia
MN938905.1	2015-07-21	Viet Nam	Asia
MN938906.1	2015-07-25	Viet Nam	Asia
MN938907.1	2015-07-24	Viet Nam	Asia
MN938908.1	2015-08-03	Viet Nam	Asia
MN938909.1	2015-08-07	Viet Nam	Asia
MN938910.1	2015-08-13	Viet Nam	Asia
MN938911.1	2015-08-21	Viet Nam	Asia
MP051955.1			
MP051956.1			
MP231720.1			
MP231721.1			
MP231722.1			
MP231723.1			
MP231724.1			
MP251938.1			
MP251941.1			
MP251944.1			
MP251947.1			
MP508152.1			
MT078742.1	2017-06-29	Brazil	South America
MT084112.1	2018-04	Nigeria	Africa
MT125019.1	2017-06-23	Thailand	Asia
MT309004.1	2018	Mexico	North America
MT309005.1	2018	Mexico	North America
MT309006.1	2018	Mexico	North America
MT309007.1	2019	Mexico	North America
MT309008.1	2018	Mexico	North America
MT377491.2	2017-03-20	Thailand	Asia
MT377492.1	2016-03-20	Thailand	Asia
MT377493.2	2017-02-23	Thailand	Asia
MT377494.1	2017-11-24	Thailand	Asia
MT377495.2	2017-12-04	Thailand	Asia
MT377496.2	2016-11-20	Thailand	Asia
MT377497.1	2016-11-25	Thailand	Asia
MT377498.1	2016-04-26	Thailand	Asia
MT377499.2	2016-12-08	Thailand	Asia
MT377500.2	2016-12-20	Thailand	Asia
MT377501.2	2017-11-22	Thailand	Asia
MT377502.1	2006-10-28	Thailand	Asia
MT377503.1	2015-08-27	Thailand	Asia
MT377504.1	2006-09-06	Thailand	Asia
MT437401.1	2019-03-27	Brazil	South America
MT439638.1	2016-03-21	Brazil	South America
MT439639.1	2016-04-11	Brazil	South America
MT439640.1	2016-03-24	Brazil	South America
MT439641.1	2016-04-05	Brazil	South America
MT439642.1	2016-04-06	Brazil	South America
MT439643.1	2016-04-12	Brazil	South America
MT439644.1	2016-04-20	Brazil	South America
MT439645.1	2016-03-18	Brazil	South America
MT439646.1	2016-04-06	Brazil	South America
MT439647.1	2016-04-14	Brazil	South America
MT478034.1	2019-03-27	Brazil	South America
MT482106.1	2011-06-17	Uganda	Africa
MT482107.1	2011-06-17	Uganda	Africa
MT482108.1	2013-01-30	Uganda	Africa
MT482109.1	2009	Uganda	Africa
MT483911.1	2016-07-25	Brazil	South America
MT671183.1	2020-06-24	Mexico	North America
MT671184.1	2020-06-24	Mexico	North America
MW008559.1	2016-08-15	Trinidad and Tobago	North America
MW012427.1	2016	Trinidad and Tobago	North America
MW012428.1	2016	Trinidad and Tobago	North America
MW015936.1	2006-08-11	Thailand	Asia
MW122373.1	2016-07-20	Puerto Rico	North America
MW122374.1	2016-04-27	Puerto Rico	North America
MW122375.1	2016-07-13	Puerto Rico	North America
MW122376.1	2016-06-28	Puerto Rico	North America
MW122377.1	2016-07-30	Puerto Rico	North America
MW122378.1	2016-07-01	Puerto Rico	North America
MW122379.1	2016-08-15	Puerto Rico	North America
MW122380.1	2016-08-26	Puerto Rico	North America
MW122381.1	2016-10-17	Puerto Rico	North America
MW122382.1	2016-06-23	Puerto Rico	North America
MW122383.1	2016-06-25	Puerto Rico	North America
MW122384.1	2016-09-19	Puerto Rico	North America
MW122385.1	2016-06-23	Puerto Rico	North America
MW122386.1	2016-07-17	Puerto Rico	North America
MW122387.1	2016-07-14	Puerto Rico	North America
MW122388.1	2016-10-31	Puerto Rico	North America
MW122389.1	2016-09-07	Puerto Rico	North America
MW122390.1	2016-10-11	Puerto Rico	North America
MW122391.1	2016-08-06	Puerto Rico	North America
MW122392.1	2016-11-07	Puerto Rico	North America
MW122393.1	2016-06-24	Puerto Rico	North America
MW122394.1	2016-07-14	Puerto Rico	North America
MW122395.1	2016-07-23	Puerto Rico	North America
MW122396.1	2016-08-11	Puerto Rico	North America
MW122397.1	2016-09-27	Puerto Rico	North America
MW122398.1	2016-09-19	Puerto Rico	North America
MW122399.1	2016-11-04	Puerto Rico	North America
MW122400.1	2016-11-10	Puerto Rico	North America
MW122401.1	2016-09-15	Puerto Rico	North America
MW122402.1	2016-07-01	Puerto Rico	North America
MW122403.1	2016-06-30	Puerto Rico	North America
MW122404.1	2016-08-15	Puerto Rico	North America
MW122405.1	2016-08-19	Puerto Rico	North America
MW122406.1	2016-08-18	Puerto Rico	North America
MW122407.1	2016-08-31	Puerto Rico	North America
MW122408.1	2016-09-27	Puerto Rico	North America
MW122409.1	2016-10-20	Puerto Rico	North America
MW122410.1	2016-10-25	Puerto Rico	North America
MW122411.1	2016-10-16	Puerto Rico	North America
MW122412.1	2016-11-03	Puerto Rico	North America
MW122413.1	2016-12-11	Puerto Rico	North America
MW122414.1	2016-08-15	Puerto Rico	North America
MW122415.1	2017-01-20	Puerto Rico	North America
MW122416.1	2016-06-04	Puerto Rico	North America
MW122417.1	2016-06-13	Puerto Rico	North America
MW122418.1	2016-05-26	Puerto Rico	North America
MW122419.1	2016-07-09	Puerto Rico	North America
MW122420.1	2016-08-09	Puerto Rico	North America
MW122421.1	2016-08-17	Puerto Rico	North America
MW122422.1	2016-09-07	Puerto Rico	North America
MW122423.1	2016-10-06	Puerto Rico	North America
MW122424.1	2016-12-02	Puerto Rico	North America
MW122425.1	2016-06-29	Puerto Rico	North America
MW122426.1	2016-07-03	Puerto Rico	North America
MW122427.1	2016-08-23	Puerto Rico	North America
MW122428.1	2016-09-15	Puerto Rico	North America
MW122429.1	2016-10-02	Puerto Rico	North America
MW122430.1	2016-11-03	Puerto Rico	North America
MW122431.1	2016-11-03	Puerto Rico	North America
MW122432.1	2016-06-28	Puerto Rico	North America
MW122433.1	2016-07-27	Puerto Rico	North America
MW122434.1	2016-07-19	Puerto Rico	North America
MW122435.1	2016-08-17	Puerto Rico	North America
MW122436.1	2016-10-09	Puerto Rico	North America
MW122437.1	2016-10-20	Puerto Rico	North America
MW122438.1	2016-11-21	Puerto Rico	North America
MW122439.1	2016-11-29	Puerto Rico	North America
MW122440.1	2016-08-03	Puerto Rico	North America
MW122441.1	2016-08-23	Puerto Rico	North America
MW122442.1	2016-08-26	Puerto Rico	North America
MW122443.1	2016-08-31	Puerto Rico	North America
MW122444.1	2016-09-10	Puerto Rico	North America
MW122445.1	2016-12-08	Puerto Rico	North America
MW122446.1	2016-06-20	Puerto Rico	North America
MW122447.1	2016-06-27	Puerto Rico	North America
MW122448.1	2016-10-04	Puerto Rico	North America
MW122449.1	2016-12-08	Puerto Rico	North America
MW122450.1	2017-01-10	Puerto Rico	North America
MW122451.1	2017-01-03	Puerto Rico	North America
MW122452.1	2017-01-19	Puerto Rico	North America
MW122453.1	2016-07-27	Puerto Rico	North America
MW122454.1	2016-06-27	Puerto Rico	North America
MW122455.1	2017-01-19	Puerto Rico	North America
MW123921.1	2016-04-26	Brazil	South America
MW123922.1	2016-05-10	Brazil	South America
MW123923.1	2016-06-16	Brazil	South America
MW123924.1	2016-05-07	Brazil	South America
MW123925.1	2015	Brazil	South America
MW123926.1	2015	Brazil	South America
MW143017.1	1947	Uganda	Africa
MW143018.1	1947	Uganda	Africa
MW143019.1	1947	Uganda	Africa
MW143020.1	1947	Uganda	Africa
MW143021.1	1947	Uganda	Africa
MW143022.1	1947	Uganda	Africa
MW165880.1	2016-10-14	Virgin Islands	North America
MW165881.1	2016-10-17	Virgin Islands	North America
MW165882.1	2016-09-27	Virgin Islands	North America
MW165883.1	2016-09-08	Virgin Islands	North America
MW165884.1	2016-07-19	Virgin Islands	North America
MW389532.1	2015-12	China	Asia
MW389533.1	2015-12	China	Asia
MW389534.1	2015-12	China	Asia
MW389535.1	2016-02	China	Asia
MW389536.1	2016-02	China	Asia
MW389537.1	2015-01	China	Asia
MW894610.1	2017-10	Colombia	South America
MW894611.1	2018-06	Colombia	South America
MW894612.1	2017-10	Colombia	South America
MW894613.1	2017-10	Colombia	South America
MW894614.1	2018-06	Colombia	South America
MW915410.1	2017-01-24	Viet Nam	Asia
MW915411.1	2016-04-02	Viet Nam	Asia
MW915412.1	2016-10-06	Viet Nam	Asia
MW915413.1	2016-11-17	Viet Nam	Asia
MW915414.1	2016-11-22	Viet Nam	Asia
MW915415.1	2016	Viet Nam	Asia
MZ008356.1	2019-12	Cambodia	Asia
MZ126475.1	2016-11	Barbados	North America
MZ126476.1	2016-11	Barbados	North America
MZ318404.1	2009-10-30	Thailand	Asia
MZ318405.1	2009-11-21	Thailand	Asia
MZ318406.1	2009-01-19	Thailand	Asia
MZ318407.1	2007-04-27	Thailand	Asia
MZ318408.1	2007-04-30	Thailand	Asia
MZ318409.1	2009-03-13	Thailand	Asia
MZ318410.1	2009-07-09	Thailand	Asia
MZ318411.1	2009-07-13	Thailand	Asia
MZ318412.1	2008-06-08	Thailand	Asia
MZ318413.1	2009-08-23	Thailand	Asia
MZ318414.1	2008-07-03	Thailand	Asia
MZ318415.1	2008-07-16	Thailand	Asia
MZ318416.1	2008-08-11	Thailand	Asia
MZ318417.1	2008-09-10	Thailand	Asia
MZ318418.1	2008-08-29	Thailand	Asia
MZ318419.1	2008-11-11	Thailand	Asia
MZ318420.1	2008-11-19	Thailand	Asia
MZ670001.1	2021-07-10	India	Asia
MZ686202.1	2021-07-11	India	Asia
MZ686203.1	2021-07-11	India	Asia
MZ686204.1	2021-07-20	India	Asia
NC_012532.1		Uganda	Africa
NC_035889.1	2015	Brazil	South America
OF382077.1			
OK054351.1	2021-07-28	India	Asia
OK054369.1	2016-08-24	Nicaragua	North America
OK054370.1	2016-10-03	Nicaragua	North America
OK054371.1	2016-08-23	Nicaragua	North America
OK054372.1	2016-08-18	Nicaragua	North America
OK054373.1	2016-08-15	Nicaragua	North America
OK054374.1	2016-07-26	Nicaragua	North America
OK054375.1	2016-09-15	Nicaragua	North America
OK054376.1	2016-09-06	Nicaragua	North America
OK054377.1	2016-08-03	Nicaragua	North America
OK054378.1	2016-08-28	Nicaragua	North America
OK054379.1	2016-06-26	Nicaragua	North America
OK054380.1	2016-09-08	Nicaragua	North America
OK054381.1	2016-08-18	Nicaragua	North America
OK054382.1	2016-08-15	Nicaragua	North America
OK054383.1	2016-09-27	Nicaragua	North America
OK054384.1	2016-07-16	Nicaragua	North America
OK054385.1	2016-07-23	Nicaragua	North America
OK054386.1	2016-08-05	Nicaragua	North America
OK054387.1	2016-10-11	Nicaragua	North America
OK054388.1	2016-06-28	Nicaragua	North America
OK054389.1	2016-07-29	Nicaragua	North America
OK054390.1	2016-07-15	Nicaragua	North America
OK054391.1	2016-07-25	Nicaragua	North America
OK054392.1	2016-07-27	Nicaragua	North America
OK054393.1	2016-07-15	Nicaragua	North America
OK054394.1	2016-08-15	Nicaragua	North America
OK054395.1	2016-07-21	Nicaragua	North America
OK054396.1	2016-07-07	Nicaragua	North America
OK054397.1	2016-07-29	Nicaragua	North America
OK054398.1	2016-07-29	Nicaragua	North America
OK054399.1	2016-07-13	Nicaragua	North America
OK054400.1	2016-08-05	Nicaragua	North America
OK054401.1	2016-07-31	Nicaragua	North America
OK054402.1	2016-07-12	Nicaragua	North America
OK054403.1	2016-09-29	Nicaragua	North America
OK054404.1	2016-08-01	Nicaragua	North America
OK054405.1	2016-02-26	Nicaragua	North America
OK054406.1	2016-07-28	Nicaragua	North America
OK054407.1	2016-07-29	Nicaragua	North America
OK054408.1	2016-08-20	Nicaragua	North America
OK054409.1	2016-08-09	Nicaragua	North America
OK054410.1	2016-07-28	Nicaragua	North America
OK054411.1	2016-08-29	Nicaragua	North America
OK054412.1	2016-08-25	Nicaragua	North America
OK054413.1	2016-07-31	Nicaragua	North America
OK054414.1	2016-07-25	Nicaragua	North America
OK054415.1	2016-08-02	Nicaragua	North America
OK054416.1	2016-07-25	Nicaragua	North America
OK054417.1	2016-09-08	Nicaragua	North America
OK054418.1	2016-07-22	Nicaragua	North America
OK054419.1	2016-07-22	Nicaragua	North America
OK054420.1	2016-08-19	Nicaragua	North America
OK054421.1	2016-07-30	Nicaragua	North America
OK054422.1	2016-08-09	Nicaragua	North America
OK054423.1	2016-07-23	Nicaragua	North America
OK054424.1	2016-07-25	Nicaragua	North America
OK054425.1	2016-09-07	Nicaragua	North America
OK054426.1	2016-09-30	Nicaragua	North America
OK054427.1	2016-07-28	Nicaragua	North America
OK054428.1	2016-08-03	Nicaragua	North America
OK054429.1	2016-08-02	Nicaragua	North America
OK054430.1	2016-07-26	Nicaragua	North America
OK054431.1	2016-08-04	Nicaragua	North America
OK054432.1	2016-08-26	Nicaragua	North America
OK054433.1	2016-07-29	Nicaragua	North America
OK054434.1	2016-08-12	Nicaragua	North America
OK054435.1	2016-07-25	Nicaragua	North America
OK054436.1	2016-07-14	Nicaragua	North America
OK054437.1	2016-08-05	Nicaragua	North America
OK054438.1	2016-01-13	Nicaragua	North America
OK054439.1	2016-07-24	Nicaragua	North America
OK054440.1	2016-07-13	Nicaragua	North America
OK054441.1	2016-08-03	Nicaragua	North America
OK054442.1	2016-08-14	Nicaragua	North America
OK054443.1	2016-08-15	Nicaragua	North America
OK054444.1	2016-02-07	Nicaragua	North America
OK054445.1	2016-07-18	Nicaragua	North America
OK054446.1	2016-08-19	Nicaragua	North America
OK054447.1	2016-08-25	Nicaragua	North America
OK054448.1	2016-07-26	Nicaragua	North America
OK054449.1	2016-08-07	Nicaragua	North America
OK054450.1	2016-08-24	Nicaragua	North America
OK054451.1	2016-07-28	Nicaragua	North America
OK054452.1	2016-08-03	Nicaragua	North America
OK054453.1	2016-07-27	Nicaragua	North America
OK054454.1	2016-07-16	Nicaragua	North America
OK054455.1	2016-07-23	Nicaragua	North America
OK054456.1	2016-09-18	Nicaragua	North America
OK054457.1	2016-07-24	Nicaragua	North America
OK054458.1	2016-08-06	Nicaragua	North America
OK054459.1	2016-07-12	Nicaragua	North America
OK054460.1	2016-08-14	Nicaragua	North America
OK054461.1	2016-02-01	Nicaragua	North America
OK054462.1	2016-07-27	Nicaragua	North America
OK054463.1	2016-08-14	Nicaragua	North America
OK054464.1	2016-08-15	Nicaragua	North America
